id,dpnt
303,1.293385112
304,0.177364398
305,0.815090521
306,-1.257519377
307,0.336795929
308,-1.656098204
309,2.728268888
310,-0.061782898
311,0.336795929
312,-0.779224785
313,-0.141498663
314,0.177364398
315,0.974522051
316,0.974522051
317,-1.337235142
318,-2.05467703
319,-0.460361724
320,2.010827
321,0.974522051
322,-0.858940551
323,0.815090521
324,3.20656348
325,0.735374755
326,2.807984653
327,-0.061782898
328,1.213669347
329,0.575943225
330,-1.974961265
331,-1.576382438
332,0.575943225
333,0.177364398
334,0.257080164
335,-0.540077489
336,-1.735813969
337,-1.416950908
338,-3.090981979
339,-0.858940551
340,0.177364398
341,-0.540077489
342,2.090542765
343,0.177364398
344,0.974522051
345,0.177364398
346,-3.489560806
347,0.177364398
348,-2.772118918
349,0.177364398
350,-4.924444581
351,0.177364398
352,0.177364398
353,1.293385112
354,1.612248174
355,0.177364398
356,0.177364398
357,-4.207002693
358,0.735374755
359,-3.489560806
360,-0.540077489
361,-0.460361724
362,0.177364398
363,-1.098087847
364,0.496227459
365,0.496227459
366,-0.540077489
367,0.177364398
368,-0.061782898
369,-0.061782898
370,0.177364398
371,0.177364398
372,0.177364398
373,0.177364398
374,0.416511694
375,-0.380645959
376,1.373100878
377,1.293385112
378,-2.851834683
379,-0.69950902
380,-0.779224785
381,0.177364398
382,-0.69950902
383,0.336795929
384,1.771679704
385,0.177364398
386,0.575943225
387,0.735374755
388,-1.177803612
389,-0.141498663
390,1.532532408
391,0.65565899
392,0.177364398
393,-2.692403153
394,0.894806286
395,-0.061782898
396,0.177364398
397,0.65565899
398,0.496227459
399,0.177364398
400,-5.163591877
401,-3.648992336
402,0.177364398
403,-1.257519377
404,-0.779224785
405,-3.170697744
406,0.177364398
407,-3.489560806
408,0.017932868
409,0.177364398
410,0.097648633
411,-1.576382438
412,1.213669347
413,0.097648633
414,-1.098087847
415,0.177364398
416,-0.061782898
417,0.894806286
418,0.336795929
419,-0.221214428
420,-1.018372081
421,0.496227459
422,2.489121592
423,0.257080164
424,1.931111235
425,1.054237817
426,-3.648992336
427,-0.061782898
428,0.177364398
429,0.177364398
430,-2.373540091
431,-0.779224785
432,-0.380645959
433,1.054237817
434,-3.728708102
435,0.257080164
436,-0.69950902
437,-3.25041351
438,0.177364398
439,-3.648992336
440,0.177364398
441,0.496227459
442,0.177364398
443,1.293385112
444,-0.619793255
445,1.054237817
446,0.177364398
447,-0.779224785
448,-1.177803612
449,0.017932868
450,0.177364398
451,0.336795929
452,-0.141498663
453,0.177364398
454,0.65565899
455,1.293385112
456,-3.728708102
457,-1.337235142
458,-0.061782898
459,0.017932868
460,0.017932868
461,-1.098087847
462,-2.134392795
463,2.249974296
464,-1.576382438
465,-0.141498663
466,3.924005367
467,-1.496666673
468,1.612248174
469,0.177364398
470,0.416511694
471,-0.221214428
472,-0.380645959
473,-1.576382438
474,0.257080164
475,0.177364398
476,0.177364398
477,0.416511694
478,0.416511694
479,1.373100878
480,-0.300930194
481,0.177364398
482,-3.648992336
483,-0.540077489
484,0.974522051
485,1.054237817
486,-0.938656316
487,0.575943225
488,0.177364398
489,-1.815529734
490,0.177364398
491,1.213669347
492,0.177364398
493,-0.69950902
494,1.532532408
495,0.336795929
496,-0.540077489
497,-1.018372081
498,0.097648633
499,1.452816643
500,1.373100878
501,0.177364398
502,-1.8952455
503,0.097648633
504,0.177364398
505,-1.257519377
506,0.177364398
507,-0.938656316
508,0.177364398
509,-4.60558152
510,0.177364398
511,0.177364398
512,0.65565899
513,-1.257519377
514,0.177364398
515,0.815090521
516,-0.938656316
517,0.177364398
518,-2.772118918
519,1.133953582
520,-2.612687387
521,0.257080164
522,-1.337235142
523,-0.460361724
524,-0.380645959
525,0.496227459
526,0.575943225
527,0.735374755
528,1.133953582
529,0.177364398
530,0.974522051
531,0.177364398
532,-0.779224785
533,0.177364398
534,-0.938656316
535,0.416511694
536,-1.018372081
537,0.496227459
538,0.177364398
539,0.575943225
540,0.735374755
541,1.054237817
542,0.416511694
543,1.452816643
544,-1.735813969
545,1.691963939
546,-0.141498663
547,-1.416950908
548,-0.69950902
549,-1.177803612
550,-0.858940551
551,0.575943225
552,0.65565899
553,-1.177803612
554,-2.134392795
555,-5.482454938
556,-1.257519377
557,1.054237817
558,4.163152663
559,-0.300930194
560,-1.974961265
561,0.735374755
562,-0.141498663
563,1.213669347
564,-0.141498663
565,0.177364398
566,-1.576382438
567,-1.018372081
568,0.177364398
569,-0.061782898
570,2.489121592
571,1.054237817
572,-2.851834683
573,-1.656098204
574,-5.004160346
575,0.177364398
576,-0.540077489
577,-0.619793255
578,0.496227459
579,0.097648633
580,0.177364398
581,-0.141498663
582,-1.815529734
583,-0.69950902
584,2.887700418
585,0.974522051
586,0.177364398
587,0.177364398
588,-5.562170703
589,0.815090521
590,0.177364398
591,2.728268888
592,-1.098087847
593,2.170258531
594,1.612248174
595,-0.221214428
596,0.336795929
597,0.257080164
598,2.648553123
599,2.887700418
600,0.017932868
601,-0.858940551
602,0.575943225
603,0.017932868
604,-0.460361724
605,0.416511694
606,1.133953582
607,-0.061782898
608,1.373100878
609,0.575943225
610,0.177364398
611,0.496227459
612,0.416511694
613,-1.735813969
614,1.133953582
615,1.054237817
616,-0.141498663
617,-0.938656316
618,0.177364398
619,1.612248174
620,-0.858940551
621,1.213669347
622,0.65565899
623,0.974522051
624,0.894806286
625,0.257080164
626,0.496227459
627,-0.300930194
628,-1.098087847
629,1.532532408
630,-0.300930194
631,0.735374755
632,0.177364398
633,0.177364398
634,1.373100878
635,2.489121592
636,-0.858940551
637,-2.373540091
638,2.887700418
639,1.054237817
640,-0.779224785
641,0.815090521
642,0.097648633
643,0.65565899
644,1.054237817
645,-1.018372081
646,0.017932868
647,3.047131949
648,0.177364398
649,-0.460361724
650,0.575943225
651,1.133953582
652,-0.460361724
653,0.257080164
654,0.177364398
655,4.641447255
656,0.735374755
657,0.097648633
658,0.815090521
659,-0.540077489
660,0.815090521
661,0.017932868
662,-2.373540091
663,-0.69950902
664,0.894806286
665,-4.924444581
666,-3.170697744
667,-1.177803612
668,4.003721133
669,-0.938656316
670,3.525426541
671,-4.366434224
672,0.177364398
673,-2.134392795
674,3.286279245
675,0.815090521
676,-0.300930194
677,0.894806286
678,0.257080164
679,2.807984653
680,0.177364398
681,0.177364398
682,-3.011266214
683,-2.692403153
684,-0.061782898
685,0.017932868
686,0.177364398
687,-0.380645959
688,-0.460361724
689,-1.815529734
690,-5.243307642
691,-0.540077489
692,-0.540077489
693,6.474909857
694,-0.141498663
695,1.532532408
696,1.771679704
697,0.575943225
698,0.177364398
699,-4.446149989
700,-1.018372081
701,0.177364398
702,-0.141498663
703,0.496227459
704,-1.656098204
705,0.575943225
706,0.575943225
707,-0.779224785
708,0.336795929
709,0.177364398
710,-4.207002693
711,0.177364398
712,2.329690061
713,0.177364398
714,2.010827
715,0.017932868
716,2.329690061
717,-0.380645959
718,2.568837357
719,0.177364398
720,-2.851834683
721,0.336795929
722,0.177364398
723,0.177364398
724,0.177364398
725,-0.221214428
726,0.336795929
727,-1.735813969
728,-3.011266214
729,-0.300930194
730,0.336795929
731,0.177364398
732,0.575943225
733,-0.460361724
734,0.097648633
735,-0.380645959
736,0.65565899
737,-1.815529734
738,-3.728708102
739,-4.047571163
740,0.017932868
741,-3.569276571
742,-2.612687387
743,0.177364398
744,0.177364398
745,0.65565899
746,-1.656098204
747,0.496227459
748,-3.808423867
749,0.177364398
750,0.735374755
751,-0.141498663
752,1.931111235
753,-0.460361724
754,-0.460361724
755,0.177364398
756,-2.373540091
757,-0.141498663
758,0.336795929
759,-0.69950902
760,1.691963939
761,0.416511694
762,1.612248174
763,0.735374755
764,0.097648633
765,0.65565899
766,-1.656098204
767,1.931111235
768,-0.141498663
769,0.017932868
770,0.575943225
771,-0.061782898
772,-0.061782898
773,-0.779224785
774,1.133953582
775,0.177364398
776,-2.373540091
777,-3.888139632
778,2.090542765
779,-4.127286928
780,0.177364398
781,0.894806286
782,0.177364398
783,-0.69950902
784,-0.69950902
785,0.177364398
786,2.887700418
787,-1.576382438
788,0.974522051
789,2.010827
790,-1.337235142
791,-1.576382438
792,0.177364398
793,0.815090521
794,0.177364398
795,-0.540077489
796,0.177364398
797,0.815090521
798,0.815090521
799,-1.177803612
800,0.815090521
801,-0.221214428
802,0.017932868
803,0.177364398
804,0.815090521
805,1.452816643
806,0.735374755
807,-1.177803612
808,0.177364398
809,0.257080164
810,-3.330129275
811,-1.8952455
812,-1.735813969
813,1.213669347
814,0.416511694
815,-2.453255857
816,0.097648633
817,0.097648633
818,0.177364398
819,0.177364398
820,0.177364398
821,-0.779224785
822,-0.061782898
823,-4.685297285
824,-0.938656316
825,0.177364398
826,0.815090521
827,-0.540077489
828,-0.938656316
829,0.974522051
830,0.177364398
831,-0.858940551
832,0.177364398
833,0.336795929
834,0.257080164
835,0.735374755
836,0.815090521
837,0.017932868
838,0.177364398
839,0.65565899
840,-1.337235142
841,0.336795929
842,-2.772118918
843,-1.018372081
844,-0.061782898
845,0.177364398
846,-0.380645959
847,-4.76501305
848,-0.69950902
849,0.735374755
850,0.177364398
851,0.894806286
852,-1.416950908
853,-0.779224785
854,0.097648633
855,0.177364398
856,1.373100878
857,0.177364398
858,-0.141498663
859,1.612248174
860,0.017932868
861,0.815090521
862,-0.380645959
863,-0.938656316
864,-0.460361724
865,0.496227459
866,1.612248174
867,2.249974296
868,0.974522051
869,0.894806286
870,0.974522051
871,0.017932868
872,-0.300930194
873,0.815090521
874,0.177364398
875,1.054237817
876,-3.808423867
877,1.691963939
878,-1.177803612
879,-0.300930194
880,-0.540077489
881,1.133953582
882,1.373100878
883,0.177364398
884,0.735374755
885,-1.257519377
886,0.974522051
887,-3.648992336
888,0.496227459
889,0.017932868
890,0.336795929
891,-0.540077489
892,-2.532971622
893,-2.851834683
894,0.177364398
895,-0.779224785
896,1.293385112
897,0.177364398
898,0.336795929
899,0.177364398
900,0.177364398
901,-0.221214428
902,-1.098087847
903,0.336795929
904,-5.243307642
905,-5.881033765
906,-0.779224785
907,-0.380645959
908,-0.141498663
909,-0.061782898
910,1.452816643
911,2.090542765
912,0.815090521
913,-1.098087847
914,-1.177803612
915,0.177364398
916,0.416511694
917,-0.300930194
918,-1.177803612
919,0.177364398
920,0.177364398
921,0.177364398
922,0.496227459
923,-5.004160346
924,-0.221214428
925,-4.60558152
926,0.974522051
927,-1.576382438
928,0.177364398
929,0.177364398
930,0.815090521
931,0.177364398
932,0.017932868
933,0.177364398
934,-2.453255857
935,-2.692403153
936,1.133953582
937,0.177364398
938,-0.061782898
939,-1.018372081
940,-1.177803612
941,-0.938656316
942,1.054237817
943,-0.619793255
944,1.213669347
945,-3.489560806
946,-2.692403153
947,-3.888139632
948,1.612248174
949,0.974522051
950,-0.858940551
951,0.257080164
952,0.177364398
953,1.213669347
954,-3.648992336
955,-0.69950902
956,0.177364398
957,-0.221214428
958,0.735374755
959,0.496227459
960,-0.858940551
961,0.177364398
962,0.177364398
963,0.177364398
964,0.177364398
965,0.097648633
966,0.097648633
967,-0.619793255
968,-0.858940551
969,0.177364398
970,-2.532971622
971,-0.141498663
972,-2.373540091
973,0.575943225
974,1.452816643
975,0.177364398
976,0.177364398
977,1.133953582
978,0.575943225
979,-3.489560806
980,0.177364398
981,0.097648633
982,-2.772118918
983,-0.300930194
984,-1.576382438
985,0.894806286
986,0.894806286
987,0.177364398
988,-0.460361724
989,-0.779224785
990,0.177364398
991,0.177364398
992,0.177364398
993,-0.938656316
994,-1.177803612
995,-0.619793255
996,0.177364398
997,1.054237817
998,-1.815529734
999,2.728268888
1000,0.257080164
1001,0.177364398
1002,-0.460361724
1003,1.532532408
1004,0.496227459
1005,2.329690061
1006,0.575943225
1007,1.691963939
1008,-0.141498663
1009,1.054237817
1010,-0.300930194
1011,1.85139547
1012,0.177364398
1013,1.612248174
1014,0.097648633
1015,0.177364398
1016,0.177364398
1017,1.293385112
1018,-1.337235142
1019,-0.619793255
1020,0.257080164
1021,0.177364398
1022,-1.098087847
1023,-1.496666673
1024,0.735374755
1025,1.293385112
1026,0.575943225
1027,0.177364398
1028,0.017932868
1029,-0.540077489
1030,-0.061782898
1031,0.416511694
1032,-2.214108561
1033,1.85139547
1034,-0.540077489
1035,0.815090521
1036,1.213669347
1037,-1.8952455
1038,0.177364398
1039,-0.061782898
1040,0.65565899
1041,0.735374755
1042,0.974522051
1043,-2.214108561
1044,2.648553123
1045,-3.569276571
1046,0.177364398
1047,-0.938656316
1048,0.177364398
1049,-0.460361724
1050,0.177364398
1051,0.65565899
1052,2.728268888
1053,0.177364398
1054,-0.858940551
1055,-0.300930194
1056,-0.619793255
1057,1.612248174
1058,0.496227459
1059,-0.540077489
1060,0.177364398
1061,0.496227459
1062,-1.974961265
1063,-0.300930194
1064,1.133953582
1065,1.452816643
1066,0.177364398
1067,0.496227459
1068,-2.851834683
1069,0.177364398
1070,-0.221214428
1071,0.257080164
1072,0.177364398
1073,-0.460361724
1074,-1.496666673
1075,0.017932868
1076,-2.293824326
1077,0.416511694
1078,0.177364398
1079,0.894806286
1080,-0.221214428
1081,1.931111235
1082,-4.286718459
1083,-2.692403153
1084,0.177364398
1085,0.017932868
1086,0.65565899
1087,1.771679704
1088,-0.141498663
1089,0.177364398
1090,-5.402739173
1091,-0.221214428
1092,-0.380645959
1093,0.735374755
1094,0.177364398
1095,-1.337235142
1096,3.525426541
1097,0.496227459
1098,0.097648633
1099,0.177364398
1100,-0.858940551
1101,0.894806286
1102,-2.931550448
1103,0.177364398
1104,-4.685297285
1105,0.177364398
1106,2.010827
1107,-3.888139632
1108,1.054237817
1109,-2.134392795
1110,0.177364398
1111,0.177364398
1112,0.177364398
1113,1.054237817
1114,-2.214108561
1115,1.452816643
1116,-0.779224785
1117,0.575943225
1118,-0.300930194
1119,-2.772118918
1120,-0.460361724
1121,-0.460361724
1122,-1.337235142
1123,0.735374755
1124,0.257080164
1125,0.177364398
1126,-0.540077489
1127,-1.098087847
1128,1.771679704
1129,-0.779224785
1130,0.177364398
1131,0.416511694
1132,0.017932868
1133,-2.05467703
1134,-3.648992336
1135,-0.69950902
1136,1.771679704
1137,0.017932868
1138,-0.619793255
1139,0.496227459
1140,0.416511694
1141,2.170258531
1142,-0.460361724
1143,0.177364398
1144,-1.815529734
1145,1.213669347
1146,-0.779224785
1147,0.177364398
1148,0.177364398
1149,0.65565899
1150,0.017932868
1151,0.416511694
1152,0.177364398
1153,-0.141498663
1154,0.177364398
1155,-0.221214428
1156,-0.380645959
1157,-0.858940551
1158,0.894806286
1159,0.65565899
1160,1.373100878
1161,0.177364398
1162,0.177364398
1163,1.054237817
1164,-0.061782898
1165,-0.619793255
1166,1.373100878
1167,0.177364398
1168,0.65565899
1169,-0.619793255
1170,0.894806286
1171,-0.061782898
1172,-1.257519377
1173,0.177364398
1174,0.017932868
1175,0.65565899
1176,-1.018372081
1177,0.496227459
1178,0.017932868
1179,1.612248174
1180,-1.815529734
1181,-0.938656316
1182,-0.938656316
1183,0.894806286
1184,-1.735813969
1185,-0.619793255
1186,-0.69950902
1187,0.177364398
1188,0.496227459
1189,0.177364398
1190,0.017932868
1191,0.177364398
1192,-0.141498663
1193,0.257080164
1194,0.177364398
1195,-0.69950902
1196,1.133953582
1197,-0.938656316
1198,-0.779224785
1199,0.496227459
1200,0.017932868
1201,0.017932868
1202,-0.221214428
1203,0.575943225
1204,-1.098087847
1205,2.329690061
1206,0.336795929
1207,2.329690061
1208,-3.569276571
1209,0.894806286
1210,-2.293824326
1211,0.815090521
1212,2.090542765
1213,0.575943225
1214,0.177364398
1215,1.373100878
1216,1.293385112
1217,-1.257519377
1218,0.65565899
1219,0.894806286
1220,-4.047571163
1221,3.20656348
1222,-1.177803612
1223,2.648553123
1224,0.177364398
1225,1.532532408
1226,3.605142306
1227,1.133953582
1228,2.090542765
1229,-0.460361724
1230,0.974522051
1231,0.177364398
1232,0.496227459
1233,-0.540077489
1234,0.177364398
1235,-1.018372081
1236,0.177364398
1237,-0.141498663
1238,3.20656348
1239,0.177364398
1240,0.177364398
1241,-0.858940551
1242,-0.460361724
1243,0.097648633
1244,-0.460361724
1245,1.054237817
1246,0.177364398
1247,-2.532971622
1248,2.648553123
1249,0.257080164
1250,-3.40984504
1251,1.133953582
1252,-2.373540091
1253,-0.300930194
1254,2.489121592
1255,-2.214108561
1256,1.054237817
1257,2.090542765
1258,0.017932868
1259,0.177364398
1260,-1.815529734
1261,2.010827
1262,-2.851834683
1263,-1.098087847
1264,1.293385112
1265,-1.018372081
1266,-0.779224785
1267,0.177364398
1268,-3.967855397
1269,-1.576382438
1270,-1.018372081
1271,-0.061782898
1272,0.177364398
1273,0.177364398
1274,0.177364398
1275,0.177364398
1276,-4.207002693
1277,0.177364398
1278,0.177364398
1279,1.612248174
1280,0.894806286
1281,-0.221214428
1282,0.177364398
1283,0.177364398
1284,1.85139547
1285,0.017932868
1286,-1.496666673
1287,-2.532971622
1288,0.177364398
1289,-2.373540091
1290,-3.808423867
1291,-0.938656316
1292,-0.540077489
1293,0.177364398
1294,0.416511694
1295,1.612248174
1296,1.054237817
1297,-0.141498663
1298,1.133953582
1299,0.177364398
1300,2.010827
1301,1.133953582
1302,-0.619793255
1303,0.177364398
1304,3.047131949
1305,0.496227459
1306,0.177364398
1307,0.177364398
1308,-0.061782898
1309,0.177364398
1310,0.815090521
1311,-0.221214428
1312,0.336795929
1313,-0.061782898
1314,2.568837357
1315,-3.489560806
1316,1.133953582
1317,-1.098087847
1318,-4.366434224
1319,0.575943225
1320,-0.619793255
1321,1.771679704
1322,2.010827
1323,0.177364398
1324,1.612248174
1325,0.177364398
1326,-1.177803612
1327,1.054237817
1328,-0.221214428
1329,0.177364398
1330,1.532532408
1331,-3.25041351
1332,0.177364398
1333,0.177364398
1334,0.017932868
1335,0.416511694
1336,0.336795929
1337,2.807984653
1338,-1.018372081
1339,0.177364398
1340,0.177364398
1341,-0.221214428
1342,-0.300930194
1343,-1.416950908
1344,0.177364398
1345,0.974522051
1346,-1.177803612
1347,1.213669347
1348,0.974522051
1349,3.20656348
1350,0.177364398
1351,1.293385112
1352,-0.858940551
1353,1.293385112
1354,1.054237817
1355,0.097648633
1356,-0.300930194
1357,-1.257519377
1358,0.336795929
1359,1.452816643
1360,-3.170697744
1361,0.65565899
1362,0.336795929
1363,-1.177803612
1364,0.815090521
1365,0.177364398
1366,2.170258531
1367,0.177364398
1368,1.771679704
1369,1.054237817
1370,0.336795929
1371,-1.098087847
1372,-0.300930194
1373,-0.300930194
1374,-2.134392795
1375,3.047131949
1376,0.017932868
1377,-0.061782898
1378,0.257080164
1379,-5.163591877
1380,0.177364398
1381,0.177364398
1382,0.575943225
1383,0.177364398
1384,0.177364398
1385,1.133953582
1386,1.133953582
1387,0.894806286
1388,-1.337235142
1389,-0.300930194
1390,0.336795929
1391,0.336795929
1392,-0.460361724
1393,-5.323023408
1394,-0.141498663
1395,0.177364398
1396,1.452816643
1397,0.257080164
1398,-0.858940551
1399,0.496227459
1400,0.177364398
1401,-3.569276571
1402,0.177364398
1403,1.532532408
1404,0.177364398
1405,-1.337235142
1406,0.017932868
1407,1.213669347
1408,-1.018372081
1409,-0.300930194
1410,0.177364398
1411,0.177364398
1412,-0.938656316
1413,-2.692403153
1414,-0.380645959
1415,2.010827
1416,0.496227459
1417,0.257080164
1418,0.735374755
1419,-0.540077489
1420,1.452816643
1421,-0.779224785
1422,-0.221214428
1423,-1.496666673
1424,-0.061782898
1425,-1.974961265
1426,-0.540077489
1427,0.177364398
1428,0.336795929
1429,0.815090521
1430,0.336795929
1431,0.815090521
1432,0.416511694
1433,0.177364398
1434,-3.011266214
1435,1.133953582
1436,-1.257519377
1437,0.177364398
1438,0.017932868
1439,-0.69950902
1440,1.054237817
1441,0.017932868
1442,2.489121592
1443,-0.460361724
1444,2.010827
1445,-3.011266214
1446,3.286279245
1447,0.496227459
1448,1.85139547
1449,0.974522051
1450,0.575943225
1451,-2.612687387
1452,0.017932868
1453,1.452816643
1454,0.416511694
1455,-0.69950902
1456,-0.540077489
1457,0.177364398
1458,-0.460361724
1459,2.489121592
1460,-1.257519377
1461,0.65565899
1462,-0.380645959
1463,-0.779224785
1464,-0.380645959
1465,0.177364398
1466,-0.300930194
1467,2.249974296
1468,-0.69950902
1469,0.177364398
1470,0.974522051
1471,-0.858940551
1472,0.097648633
1473,-2.851834683
1474,0.257080164
1475,-0.141498663
1476,-0.779224785
1477,0.974522051
1478,-1.496666673
1479,1.373100878
1480,0.735374755
1481,0.177364398
1482,0.257080164
1483,2.010827
1484,1.612248174
1485,-1.576382438
1486,0.177364398
1487,2.249974296
1488,-1.656098204
1489,0.177364398
1490,-0.858940551
1491,0.257080164
1492,-0.380645959
1493,2.489121592
1494,1.452816643
1495,1.452816643
1496,0.336795929
1497,0.496227459
1498,1.612248174
1499,-1.337235142
1500,0.177364398
1501,-0.221214428
1502,-0.061782898
1503,-1.018372081
1504,2.249974296
1505,-3.648992336
1506,0.257080164
1507,0.177364398
1508,-1.098087847
1509,0.177364398
1510,0.177364398
1511,-0.061782898
1512,0.177364398
1513,3.20656348
1514,0.177364398
1515,4.56173149
1516,0.815090521
1517,0.177364398
1518,0.017932868
1519,0.177364398
1520,0.017932868
1521,0.575943225
1522,1.213669347
1523,-0.779224785
1524,-0.460361724
1525,0.416511694
1526,-1.337235142
1527,0.017932868
1528,-1.098087847
1529,1.771679704
1530,0.017932868
1531,0.097648633
1532,0.735374755
1533,0.177364398
1534,0.65565899
1535,-0.619793255
1536,-0.221214428
1537,0.815090521
1538,-0.779224785
1539,-0.619793255
1540,-0.061782898
1541,1.054237817
1542,0.974522051
1543,-0.221214428
1544,0.177364398
1545,0.177364398
1546,-1.416950908
1547,-0.061782898
1548,-0.141498663
1549,0.017932868
1550,-0.380645959
1551,-1.337235142
1552,-0.061782898
1553,0.177364398
1554,0.177364398
1555,0.177364398
1556,0.974522051
1557,0.177364398
1558,-0.460361724
1559,0.336795929
1560,2.728268888
1561,1.612248174
1562,1.771679704
1563,4.880594551
1564,1.691963939
1565,0.974522051
1566,0.177364398
1567,0.416511694
1568,0.336795929
1569,0.177364398
1570,-0.300930194
1571,-0.540077489
1572,-4.685297285
1573,-0.141498663
1574,-0.69950902
1575,1.054237817
1576,-1.098087847
1577,0.65565899
1578,-1.257519377
1579,-0.938656316
1580,0.416511694
1581,-0.380645959
1582,0.894806286
1583,-4.047571163
1584,0.894806286
1585,0.177364398
1586,-1.576382438
1587,0.177364398
1588,0.177364398
1589,-5.801317999
1590,2.568837357
1591,-0.141498663
1592,1.452816643
1593,0.177364398
1594,-0.858940551
1595,0.177364398
